Number_of_announcements,Number_of_withdrawals,Number_of_announced_NLRI_prefixes,Number_of_withdrawn_NLRI_prefixes,Average_AS_path_length,Average_unique_AS_path_length,Maximum_edit_distance,Maximum_AS_path_length,Number_of_incomplete_packets,Labels
40,5,64,12,5,5,0.7,8,4,Normal
52,6,81,16,6,6,0.9,9,9,Normal
39,6,59,12,5,5,0.7,8,11,Normal
51,5,88,8,6,6,0.9,11,10,Normal
61,8,177,20,6,6,1.1,15,9,Normal
80,5,175,52,6,6,1.4,11,19,Normal
63,8,131,56,6,6,1.1,13,8,Normal
47,6,61,18,6,6,0.8,11,8,Normal
55,6,78,14,5,5,1,8,15,Normal
69,7,118,27,6,6,1.2,16,18,Normal
94,8,229,36,6,6,1.7,11,10,Normal
162,5,335,27,5,6,2.7,12,22,Normal
122,7,226,27,6,6,2.1,11,13,Normal
67,5,144,46,6,6,1.2,10,8,Normal
89,7,205,33,5,5,1.6,11,2,Normal
78,5,138,24,6,6,1.3,16,7,Normal
78,8,177,28,6,6,1.4,10,3,Normal
111,9,242,30,6,6,200,13,7,Normal
60,6,124,27,6,6,1.1,14,2,Normal
52,4,100,15,6,6,0.9,14,5,Normal
56,6,100,17,6,6,1,13,6,Normal
43,4,90,23,6,6,0.7,11,7,Normal
50,4,95,18,6,6,0.9,11,9,Normal
83,5,144,48,6,6,1.4,20,6,Normal
86,4,133,10,6,6,1.5,14,4,Normal
59,6,85,20,6,6,1,13,5,Normal
53,8,104,38,6,6,1,13,9,Normal
54,4,97,9,5,5,0.9,12,8,Normal
59,7,114,54,6,6,1.1,15,9,Normal
59,4,122,7,6,6,1,10,9,Normal
45,4,141,16,6,6,0.8,14,6,Normal
42,3,71,100,6,6,0.7,10,8,Normal
44,5,205,30,5,5,0.8,7,7,Normal
53,5,118,30,6,6,0.9,13,5,Normal
73,7,135,24,7,7,1.3,14,9,Normal
50,5,70,16,7,6,0.9,13,3,Normal
43,3,99,21,6,6,0.7,12,4,Normal
45,5,86,31,5,5,0.8,8,5,Normal
35,6,77,15,5,5,0.6,10,3,Normal
55,5,93,26,5,5,100,10,10,Normal
57,5,110,32,6,6,1,10,11,Normal
85,6,131,33,6,6,1.5,10,6,Normal
67,8,163,39,6,6,1.2,11,15,Normal
93,4,200,16,6,6,1.6,14,8,Normal
167,6,355,11,7,7,2.8,10,24,Normal
146,4,377,26,6,6,2.5,13,25,Normal
139,7,312,35,7,7,2.4,14,17,Normal
89,7,201,28,7,8,1.6,13,7,Normal
76,6,117,27,7,7,1.3,13,6,Normal
56,5,105,22,6,6,1,17,7,Normal
46,6,72,23,6,6,0.8,13,5,Normal
61,4,126,24,7,7,1,17,4,Normal
122,5,283,25,7,7,2.1,11,13,Normal
72,3,166,40,6,7,1.2,11,7,Normal
64,5,116,34,6,6,1.1,11,9,Normal
54,6,106,36,6,6,100,13,5,Normal
50,5,86,26,6,6,0.9,10,3,Normal
55,7,136,31,6,6,1,10,4,Normal
86,4,188,15,6,6,1.5,8,12,Normal
71,7,151,42,5,5,1.3,10,13,Normal
50,6,86,17,6,6,0.9,11,7,Normal
47,5,99,31,6,6,0.8,12,9,Normal
62,5,114,91,5,5,1.1,11,9,Normal
87,5,207,14,5,5,1.5,11,13,Normal
78,9,123,95,6,6,1.4,14,9,Normal
110,5,258,12,6,5,1.9,11,10,Normal
96,4,211,15,6,6,1.6,15,14,Normal
113,7,254,65,6,6,200,12,25,Normal
108,6,237,27,6,6,1.9,13,17,Normal
81,6,155,29,6,6,1.4,11,7,Normal
139,7,270,43,6,6,2.4,13,24,Normal
50,7,111,51,6,6,0.9,12,2,Normal
39,6,77,18,5,5,0.7,9,4,Normal
49,5,74,14,6,6,0.9,10,6,Normal
46,4,68,12,7,7,0.8,13,5,Normal
58,5,111,25,7,6,1,13,2,Normal
80,7,118,20,7,7,1.4,13,13,Normal
72,7,100,30,7,7,1.3,15,11,Normal
58,5,111,9,6,6,1,10,7,Normal
36,5,77,13,6,6,0.6,9,7,Normal
41,5,64,17,6,6,0.7,10,6,Normal
46,6,71,21,6,6,0.8,9,8,Normal
98,5,164,55,6,6,1.7,10,16,Normal
133,4,258,15,7,6,2.2,11,28,Normal
54,9,88,30,5,6,1,10,19,Normal
73,7,143,12,5,5,1.3,8,19,Normal
56,6,83,15,6,6,1,10,15,Normal
116,5,226,40,6,6,2,10,10,Normal
48,4,128,6,6,6,0.8,11,12,Normal
55,5,122,31,7,6,100,12,3,Normal
51,5,95,26,6,6,0.9,12,5,Normal
41,7,63,21,6,6,0.8,8,8,Normal
37,8,53,29,6,6,0.7,10,0,Normal
53,5,82,21,6,6,0.9,8,3,Normal
67,6,139,34,5,5,1.2,11,13,Normal
38,5,46,19,5,5,0.7,14,2,Normal
54,7,97,21,5,5,1,9,6,Normal
77,5,117,9,6,6,1.3,12,11,Normal
71,7,95,19,6,6,1.3,10,12,Normal
49,5,119,13,6,6,0.9,13,8,Normal
54,6,89,24,6,6,100,12,6,Normal
59,5,110,15,6,6,1,9,4,Normal
63,8,143,62,6,6,1.1,9,8,Normal
49,6,121,19,5,5,0.9,9,8,Normal
37,5,50,14,7,7,0.7,10,2,Normal
62,6,97,13,6,6,1.1,14,5,Normal
64,6,144,17,5,5,1.1,9,7,Normal
56,5,121,19,5,5,1,9,5,Normal
42,4,89,20,6,5,0.7,12,1,Normal
71,7,139,29,5,5,1.3,8,5,Normal
107,7,170,17,7,7,1.9,14,7,Normal
49,7,88,43,7,7,0.9,14,0,Normal
49,3,66,8,6,6,0.8,11,9,Normal
61,5,126,24,6,6,1.1,14,9,Normal
38,5,79,11,6,6,0.7,11,12,Normal
75,3,142,8,6,6,1.3,10,12,Normal
66,7,113,33,7,6,1.2,13,6,Normal
46,6,96,13,6,6,0.8,12,1,Normal
51,5,100,22,6,6,0.9,12,2,Normal
32,5,54,10,6,6,0.6,13,6,Normal
51,3,103,6,5,5,0.9,13,12,Normal
47,5,103,16,6,6,0.8,17,4,Normal
85,7,176,15,6,6,1.5,16,2,Normal
50,5,100,23,6,6,0.9,11,1,Normal
46,4,98,24,5,5,0.8,7,8,Normal
38,5,56,28,5,5,0.7,8,4,Normal
49,7,75,22,6,6,0.9,9,7,Normal
70,5,110,10,6,6,1.2,13,14,Normal
61,7,97,19,5,5,1.1,6,9,Normal
50,5,66,14,6,6,0.9,17,9,Normal
58,7,130,12,6,6,1,11,5,Normal
38,2,69,5,6,6,0.6,17,5,Normal
22,3,32,6,6,6,0.4,12,3,Normal
54,5,93,14,6,6,0.9,9,7,Normal
70,5,108,14,6,6,1.2,11,5,Normal
71,8,120,33,6,6,1.3,11,1,Normal
22,4,33,14,5,5,0.4,10,3,Normal
39,8,76,38,6,6,0.7,10,7,Normal
40,4,74,20,6,7,0.7,13,5,Normal
46,5,79,12,6,6,0.8,13,2,Normal
49,4,82,15,6,6,0.8,10,4,Normal
50,7,86,18,6,6,0.9,10,7,Normal
51,8,79,32,6,6,0.9,10,11,Normal
48,7,95,26,6,6,0.9,11,4,Normal
67,5,141,26,7,7,1.2,14,2,Normal
56,5,91,9,7,7,1,14,12,Normal
41,6,54,16,6,6,0.7,10,17,Normal
35,7,54,11,6,6,0.7,10,2,Normal
44,4,71,8,6,6,0.8,13,4,Normal
42,5,58,15,8,7,0.7,15,3,Normal
47,2,73,13,6,6,0.8,13,4,Normal
44,5,80,12,6,6,0.8,9,1,Normal
44,7,61,24,6,6,0.8,11,5,Normal
45,7,68,29,6,6,0.8,10,6,Normal
43,4,72,6,6,6,0.7,7,3,Normal
42,7,52,18,7,7,0.8,12,7,Normal
82,6,121,34,6,6,1.4,13,19,Normal
88,6,144,17,6,6,1.5,10,12,Normal
73,6,107,36,6,6,1.3,15,7,Normal
46,4,66,10,6,6,0.8,14,9,Normal
42,4,60,7,6,6,0.7,12,6,Normal
21,8,44,22,6,6,0.4,11,3,Normal
46,4,83,17,5,5,0.8,9,7,Normal
50,9,83,35,7,7,0.9,14,2,Normal
32,4,55,16,7,6,0.6,14,4,Normal
43,6,80,22,6,6,0.8,15,10,Normal
47,6,112,22,5,5,0.8,10,5,Normal
33,3,58,13,6,5,0.6,9,4,Normal
51,4,89,11,6,6,0.9,9,8,Normal
66,6,138,35,6,6,1.2,11,7,Normal
67,5,175,10,6,6,1.2,14,11,Normal
47,6,98,35,6,6,0.8,12,5,Normal
37,4,62,22,5,5,0.6,9,7,Normal
43,7,76,26,6,6,0.8,8,4,Normal
59,5,113,29,6,6,1,9,10,Normal
72,8,140,54,6,6,1.3,7,22,Normal
37,7,48,17,5,5,0.7,9,9,Normal
47,4,77,23,6,6,0.8,11,11,Normal
60,4,121,9,7,6,1,11,12,Normal
26,4,44,9,6,6,0.5,11,4,Normal
54,6,94,17,5,5,100,9,6,Normal
35,6,59,20,6,6,0.6,11,1,Normal
49,7,81,35,6,6,0.9,13,7,Normal
71,6,113,17,6,6,1.2,11,11,Normal
28,3,30,6,5,5,0.5,11,3,Normal
16,5,23,8,5,5,0.3,9,2,Normal
19,3,34,9,5,5,0.3,8,6,Normal
36,4,70,5,6,5,0.6,9,5,Normal
42,6,69,16,6,6,0.8,11,9,Normal
54,8,87,21,5,5,1,8,17,Normal
27,5,50,19,5,5,0.5,6,3,Normal
55,4,105,6,5,6,0.9,8,8,Normal
32,4,51,15,5,5,0.6,8,3,Normal
31,7,60,16,5,5,0.6,7,5,Normal
34,6,56,25,6,6,0.6,11,6,Normal
36,5,66,15,7,6,0.6,13,1,Normal
30,5,45,5,7,6,0.5,13,1,Normal
60,4,119,22,6,6,1,9,10,Normal
39,4,91,11,6,6,0.7,9,5,Normal
29,2,51,9,6,6,0.5,11,0,Normal
45,2,84,3,5,5,0.7,6,6,Normal
36,6,42,19,7,7,0.7,12,0,Normal
39,6,49,12,6,6,0.7,11,5,Normal
54,9,88,29,6,6,1,11,6,Normal
39,7,44,22,7,7,0.7,14,11,Normal
34,7,45,18,7,7,0.6,15,7,Normal
61,3,96,8,6,7,1,13,4,Normal
47,4,90,29,7,7,0.8,14,6,Normal
41,4,70,7,7,7,0.7,15,5,Normal
52,6,169,33,6,6,0.9,14,10,Normal
143,6,427,203,6,6,2.4,12,10,Normal
91,5,198,27,7,7,1.6,14,10,Normal
117,5,329,97,7,7,2,15,9,Normal
122,7,335,208,7,7,2.1,17,26,Normal
98,8,282,69,6,6,1.7,10,20,Normal
72,5,149,68,7,7,1.2,14,11,Normal
158,6,767,46,6,7,2.7,14,33,Normal
71,6,340,21,7,7,1.2,18,5,Normal
80,5,233,17,7,7,1.4,13,2,Normal
34,6,57,31,6,6,0.6,10,5,Normal
58,6,106,24,7,7,1,13,5,Normal
44,4,95,15,6,6,0.8,12,2,Normal
49,4,84,13,6,6,0.8,13,3,Normal
56,5,102,33,7,7,1,16,1,Normal
39,6,54,17,6,6,0.7,16,11,Normal
38,3,56,12,7,7,0.6,12,6,Normal
38,6,61,29,6,6,0.7,11,3,Normal
45,6,80,25,7,7,0.8,11,0,Normal
36,5,65,11,5,5,0.6,10,5,Normal
87,8,316,34,6,6,1.5,12,10,Normal
86,6,126,14,6,6,1.5,16,10,Normal
79,6,97,18,6,6,1.4,16,13,Normal
42,6,52,15,6,6,0.8,11,9,Normal
54,5,104,15,6,6,0.9,13,3,Normal
89,6,149,17,6,6,1.5,12,5,Normal
108,7,142,26,7,7,1.9,12,22,Normal
36,4,41,12,7,7,0.6,14,8,Normal
39,5,68,11,6,6,0.7,14,6,Normal
23,6,51,9,6,6,0.4,14,1,Normal
12,5,17,10,7,7,0.2,14,1,Normal
37,4,71,11,6,6,0.6,15,2,Normal
45,4,122,6,6,6,0.8,9,2,Normal
141,7,595,244,6,6,2.4,16,16,Normal
235,6,1063,22,7,7,4,12,44,Normal
194,6,758,213,8,8,3.3,14,35,Normal
93,7,314,402,7,7,1.6,13,14,Normal
243,6,1109,52,6,6,4.1,16,53,Normal
144,5,607,32,6,7,2.4,14,29,Normal
34,4,45,22,6,6,0.6,11,8,Normal
42,4,58,10,6,5,0.7,10,9,Normal
52,6,64,16,6,6,0.9,14,9,Normal
48,5,72,24,6,6,0.8,13,7,Normal
29,2,41,2,7,6,0.5,13,0,Normal
21,5,23,16,6,6,0.4,12,4,Normal
52,4,62,7,6,7,0.9,14,19,Normal
59,5,75,8,6,6,1,11,13,Normal
166,7,599,39,6,6,2.8,11,38,Normal
120,6,562,14,6,6,2.1,13,16,Normal
60,6,74,26,5,5,1.1,13,2,Normal
74,4,112,11,7,7,1.3,14,3,Normal
38,6,94,53,6,6,0.7,13,2,Normal
70,5,261,43,6,6,1.2,11,5,Normal
30,7,54,29,6,6,0.6,8,3,Normal
36,6,77,53,6,6,0.7,14,6,Normal
45,4,123,39,6,6,0.8,14,4,Normal
36,5,93,7,6,6,0.6,14,9,Normal
39,5,56,9,6,6,0.7,11,2,Normal
56,8,105,26,7,7,1,16,4,Normal
57,6,117,18,6,6,1,11,1,Normal
46,4,106,31,6,6,0.8,9,0,Normal
42,8,79,14,6,6,0.8,11,1,Normal
53,5,80,17,6,6,0.9,12,3,Normal
45,4,58,20,7,7,0.8,13,2,Normal
45,5,56,14,6,7,0.8,11,8,Normal
49,6,80,18,7,7,0.9,15,11,Normal
48,4,62,21,7,7,0.8,15,9,Normal
56,8,78,13,7,7,1,16,13,Normal
132,8,451,118,6,6,2.3,12,12,Normal
46,8,75,34,6,6,0.9,10,7,Normal
60,8,135,38,7,7,1.1,16,8,Normal
67,6,108,54,6,6,1.2,14,15,Normal
82,7,275,45,6,6,1.4,15,7,Normal
94,5,306,15,5,5,1.6,9,11,Normal
49,6,91,17,5,5,0.9,9,7,Normal
64,8,122,23,6,6,1.2,12,7,Normal
53,4,96,15,6,6,0.9,12,3,Normal
47,6,169,62,6,6,0.8,11,3,Normal
41,6,82,21,6,6,0.7,9,3,Normal
42,6,185,17,6,6,0.8,10,7,Normal
39,3,74,8,5,5,0.7,6,9,Normal
42,5,151,18,5,5,0.7,9,6,Normal
39,3,72,10,6,6,0.7,14,9,Normal
52,5,108,27,6,6,0.9,8,16,Normal
50,5,102,30,6,5,0.9,9,5,Normal
48,3,109,10,6,6,0.8,11,7,Normal
32,4,63,11,6,6,0.6,10,9,Normal
31,4,39,9,6,6,0.5,9,3,Normal
29,7,45,15,6,6,0.6,10,1,Normal
35,4,59,6,5,5,0.6,10,0,Normal
53,6,108,23,7,7,0.9,14,3,Normal
38,5,88,10,6,6,0.7,9,7,Normal
53,5,99,13,6,6,0.9,9,10,Normal
47,5,73,14,7,7,0.8,13,2,Normal
45,5,56,13,7,7,0.8,13,2,Normal
47,3,71,4,6,6,0.8,9,6,Normal
48,6,125,65,6,6,0.9,12,10,Normal
79,5,230,79,6,6,1.4,16,14,Normal
72,6,210,25,6,6,1.3,9,5,Normal
83,7,142,48,5,6,1.5,10,8,Normal
46,4,84,15,6,6,0.8,9,3,Normal
51,7,80,18,5,5,0.9,7,3,Normal
46,6,75,14,6,6,0.8,7,3,Normal
37,6,68,27,6,6,0.7,11,6,Normal
44,5,72,13,6,6,0.8,13,4,Normal
53,6,80,10,6,6,0.9,12,5,Normal
61,7,144,49,6,6,1.1,11,8,Normal
32,4,59,11,6,6,0.6,7,7,Normal
39,5,88,39,6,6,0.7,10,5,Normal
62,6,86,11,6,6,1.1,9,10,Normal
56,2,90,6,6,6,0.9,11,10,Normal
42,4,63,12,6,7,0.7,12,5,Normal
56,8,77,25,6,6,1,11,4,Normal
51,4,69,8,6,6,0.9,10,11,Normal
86,6,132,24,7,7,1.5,15,14,Normal
62,6,162,63,6,6,1.1,10,11,Normal
72,3,131,11,6,6,1.2,13,16,Normal
61,6,100,18,6,6,1.1,13,11,Normal
102,8,174,30,6,6,1.8,13,12,Normal
47,5,83,14,7,7,0.8,12,3,Normal
61,4,112,9,7,7,1,11,5,Normal
57,6,96,19,7,7,1,13,8,Normal
42,6,69,28,6,6,0.8,9,1,Normal
54,4,123,6,7,7,0.9,13,0,Normal
94,8,172,23,7,7,1.7,12,6,Normal
53,6,116,83,7,7,0.9,14,3,Normal
49,6,109,24,6,6,0.9,11,7,Normal
40,6,79,17,6,6,0.7,11,0,Normal
71,6,183,20,6,6,1.2,12,2,Normal
50,6,136,53,5,6,0.9,9,5,Normal
29,3,50,5,6,6,0.5,8,2,Normal
52,5,114,12,6,7,0.9,10,9,Normal
72,5,99,20,6,6,1.2,14,20,Normal
39,5,70,14,6,6,0.7,15,9,Normal
105,4,211,17,6,6,1.8,10,12,Normal
82,8,111,32,7,7,1.5,14,11,Normal
60,5,110,30,7,7,1,17,6,Normal
51,7,74,45,6,6,0.9,11,3,Normal
39,5,57,17,6,6,0.7,11,2,Normal
65,5,101,24,6,6,1.1,12,14,Normal
71,8,134,42,6,6,1.3,12,10,Normal
81,6,158,31,7,7,1.4,15,15,Normal
95,5,203,22,6,6,1.6,10,10,Normal
54,7,92,29,6,6,1,11,7,Normal
55,5,80,10,6,6,100,15,1,Normal
48,7,64,35,6,6,0.9,11,6,Normal
52,5,74,17,6,6,0.9,11,9,Normal
58,6,82,26,7,7,1,11,7,Normal
35,5,55,19,7,7,0.6,11,3,Normal
39,5,53,27,6,6,0.7,16,1,Normal
50,5,92,16,6,6,0.9,16,3,Normal
38,5,58,18,5,5,0.7,7,5,Normal
43,9,69,28,6,7,0.8,16,1,Normal
59,4,91,16,7,7,1,11,3,Normal
48,6,65,11,6,6,0.9,10,1,Normal
52,6,74,25,7,7,0.9,15,3,Normal
39,6,64,13,6,7,0.7,14,5,Normal
52,5,85,13,6,6,0.9,9,7,Normal
34,4,62,14,6,6,0.6,11,1,Normal
42,6,57,13,6,6,0.8,12,0,Normal
37,6,51,18,5,5,0.7,9,2,Normal
32,6,48,28,6,6,0.6,14,3,Normal
32,6,42,30,6,6,0.6,10,3,Normal
37,6,86,22,5,5,0.7,9,3,Normal
71,6,112,38,6,6,1.2,14,7,Normal
58,6,135,30,6,6,1,10,9,Normal
45,5,125,24,7,7,0.8,13,6,Normal
71,7,127,30,6,6,1.3,13,3,Normal
46,4,67,9,7,6,0.8,12,5,Normal
41,5,58,21,6,6,0.7,14,6,Normal
43,5,58,18,6,6,0.8,11,4,Normal
34,5,50,10,6,6,0.6,15,2,Normal
62,5,100,9,6,6,1.1,10,6,Normal
109,8,236,38,6,6,1.9,17,14,Normal
31,7,48,22,6,6,0.6,7,4,Normal
43,6,100,9,6,6,0.8,10,8,Normal
49,5,71,12,6,6,0.9,12,9,Normal
51,5,94,17,6,6,0.9,14,5,Normal
86,4,214,14,6,6,1.5,14,12,Normal
86,6,288,24,7,7,1.5,11,6,Normal
29,6,55,29,6,6,0.5,10,0,Normal
30,3,57,5,6,6,0.5,10,2,Normal
36,4,65,9,7,6,0.6,13,6,Normal
47,4,92,6,7,6,0.8,13,3,Normal
58,5,96,20,6,6,1,8,5,Normal
35,3,61,10,6,5,0.6,9,6,Normal
25,5,39,8,6,6,0.5,11,3,Normal
71,5,173,8,6,6,1.2,11,12,Normal
47,3,77,8,6,6,0.8,11,6,Normal
47,4,77,16,6,6,0.8,11,6,Normal
40,4,113,11,6,6,0.7,9,5,Normal
52,2,109,2,6,6,0.9,9,10,Normal
51,5,103,19,6,6,0.9,9,7,Normal
53,8,92,51,6,6,1,10,6,Normal
70,6,181,19,7,6,1.2,10,6,Normal
56,4,123,9,7,7,100,17,6,Normal
48,3,88,5,7,7,0.8,11,7,Normal
41,2,77,5,6,6,0.7,15,7,Normal
40,6,92,14,6,6,0.7,10,12,Normal
32,5,51,13,6,6,0.6,9,4,Normal
45,6,94,21,6,6,0.8,9,2,Normal
51,5,74,13,6,6,0.9,17,4,Normal
72,6,106,14,6,6,1.3,12,8,Normal
60,7,93,33,6,6,1.1,17,11,Normal
44,5,82,11,6,6,0.8,13,9,Normal
56,5,106,22,6,6,1,11,8,Normal
42,7,79,33,7,7,0.8,16,4,Normal
63,8,181,36,7,7,1.1,15,9,Normal
39,7,97,22,6,6,0.7,15,5,Normal
40,3,91,9,6,6,0.7,10,5,Normal
36,4,123,29,7,7,0.6,15,6,Normal
53,3,142,18,6,6,0.9,9,4,Normal
45,6,86,37,7,7,0.8,22,2,Normal
56,6,113,36,7,7,1,15,11,Normal
39,4,80,12,6,6,0.7,15,8,Normal
38,7,84,21,6,6,0.7,13,9,Normal
50,6,104,26,6,6,0.9,12,4,Normal
50,7,79,13,6,5,0.9,11,4,Normal
51,5,96,11,5,5,0.9,7,5,Normal
35,6,63,10,5,5,0.6,10,8,Normal
42,4,79,8,6,6,0.7,9,8,Normal
49,6,91,7,7,7,0.9,17,4,Normal
40,6,64,14,7,7,0.7,17,4,Normal
45,5,164,59,6,6,0.8,14,3,Normal
72,4,190,13,7,7,1.2,13,3,Normal
87,4,160,11,7,7,1.5,17,9,Normal
44,3,69,10,7,7,0.7,16,8,Normal
48,6,83,15,7,7,0.9,12,14,Normal
36,3,44,8,6,6,0.6,16,4,Normal
42,5,70,22,7,7,0.7,13,4,Normal
32,6,49,8,6,6,0.6,11,8,Normal
64,7,115,24,6,6,1.1,16,15,Normal
52,5,71,22,6,6,0.9,17,6,Normal
39,5,51,26,6,6,0.7,17,8,Normal
23,4,35,9,6,6,0.4,14,5,Normal
35,4,63,23,5,5,0.6,8,8,Normal
46,5,102,13,6,6,0.8,10,11,Normal
57,6,140,40,6,6,1,16,6,Normal
52,6,148,60,6,6,0.9,16,2,Normal
30,5,82,13,6,6,0.5,9,5,Normal
26,4,100,8,6,6,0.5,11,6,Normal
26,4,91,7,7,7,0.5,14,1,Normal
24,2,54,6,7,6,0.4,16,3,Normal
29,4,45,7,7,7,0.5,16,5,Normal
25,3,35,11,6,6,0.4,10,4,Normal
27,4,40,6,6,6,0.5,11,0,Normal
43,7,57,15,6,6,0.8,10,7,Normal
47,4,109,34,6,6,0.8,8,5,Normal
36,6,83,44,6,5,0.7,9,3,Normal
29,3,81,6,6,6,0.5,11,8,Normal
35,5,51,17,5,5,0.6,8,13,Normal
23,5,36,18,5,5,0.4,7,5,Normal
37,5,49,8,6,6,0.7,10,2,Normal
47,5,142,53,6,6,0.8,11,1,Normal
55,4,132,18,7,6,0.9,11,0,Normal
66,8,108,30,6,6,1.2,8,0,Normal
37,4,64,16,6,6,0.6,9,0,Normal
69,6,128,10,6,6,1.2,11,0,Normal
64,7,198,79,6,6,1.1,11,6,Normal
36,6,95,23,6,6,0.7,8,6,Normal
50,6,107,22,6,6,0.9,14,5,Normal
55,5,140,25,6,6,100,10,6,Normal
49,8,92,40,6,6,0.9,16,8,Normal
39,4,82,8,6,6,0.7,17,6,Normal
34,6,70,31,6,6,0.6,17,2,Normal
37,5,73,19,6,5,0.7,8,2,Normal
47,6,109,36,6,6,0.8,10,11,Normal
45,5,68,41,6,6,0.8,11,11,Normal
40,2,72,4,6,6,0.7,11,7,Normal
42,6,65,37,6,6,0.8,11,5,Normal
32,5,49,7,6,6,0.6,11,5,Normal
99,3,442,10,6,6,1.7,8,10,Normal
88,4,489,30,6,6,1.5,9,10,Normal
124,2,538,3,7,7,2.1,11,3,Normal
139,3,503,13,7,6,2.3,13,15,Normal
114,7,467,78,6,6,2,10,27,Normal
67,7,280,103,7,7,1.2,11,15,Normal
80,6,395,55,6,6,1.4,10,19,Normal
141,7,577,8,6,6,2.4,9,14,Normal
44,6,173,31,6,6,0.8,9,3,Normal
55,8,181,36,6,6,1,10,4,Normal
3632,6,10875,21,5,5,60,15,246,Normal
2849,10,8561,241,5,5,47,15,188,Normal
88,8,296,32,6,6,1.6,13,4,Normal
129,4,744,14,5,5,2.2,7,6,Normal
67,3,299,15,5,5,1.1,8,1,Normal
31,4,39,5,5,5,0.5,7,0,Normal
26,6,37,14,6,6,0.5,10,0,Normal
60,6,118,35,6,6,1.1,14,1,Normal
43,6,106,12,5,5,0.8,9,1,Normal
44,5,61,24,5,5,0.8,7,0,Normal
40,5,102,19,6,6,0.7,10,6,Normal
28,6,46,13,6,6,0.5,9,5,Normal
43,5,106,56,5,5,0.8,11,11,Normal
41,5,68,20,5,5,0.7,7,8,Normal
45,5,102,19,5,5,0.8,7,9,Normal
34,4,43,7,6,6,0.6,8,9,Normal
37,7,70,12,5,5,0.7,10,9,Normal
80,6,199,12,8,8,1.4,14,15,Normal
36,4,50,12,5,5,0.6,7,6,Normal
80,6,114,23,6,6,1.4,14,16,Normal
41,4,75,17,6,6,0.7,10,9,Normal
44,5,105,14,5,5,0.8,8,9,Normal
39,5,101,22,6,6,0.7,9,7,Normal
32,3,77,15,6,6,0.5,10,6,Normal
58,8,152,31,5,5,1.1,8,8,Normal
67,4,195,15,5,5,1.1,10,8,Normal
43,3,114,22,6,6,0.7,9,7,Normal
24,5,49,45,5,5,0.4,7,2,Normal
35,4,69,13,5,5,0.6,9,3,Normal
42,4,83,45,5,5,0.7,11,0,Normal
25,3,53,21,5,5,0.4,7,8,Normal
43,4,85,54,5,5,0.7,11,9,Normal
45,3,131,9,6,6,0.8,11,18,Normal
68,6,151,18,6,6,1.2,13,17,Normal
37,3,59,3,6,6,0.6,15,3,Normal
44,5,86,11,5,5,0.8,12,8,Normal
24,5,66,11,5,5,0.4,8,8,Normal
30,4,67,5,5,5,0.5,7,3,Normal
28,6,52,26,6,6,0.5,7,2,Normal
29,3,73,7,7,7,0.5,10,0,Normal
28,4,63,15,6,6,0.5,11,3,Normal
23,5,52,9,6,6,0.4,11,5,Normal
41,3,65,6,6,6,0.7,11,9,Normal
31,3,48,11,7,7,0.5,15,6,Normal
25,4,40,19,7,7,0.4,11,1,Normal
41,2,105,4,6,6,0.7,10,10,Normal
34,5,74,13,6,6,0.6,11,8,Normal
33,4,51,13,7,7,0.6,16,2,Normal
30,4,62,12,6,6,0.5,16,1,Normal
40,4,76,6,5,5,0.7,7,5,Normal
30,4,46,8,5,5,0.5,8,2,Normal
30,6,44,9,6,6,0.6,11,3,Normal
38,6,47,15,6,6,0.7,11,12,Normal
17,6,30,10,5,5,0.3,8,5,Normal
47,3,75,24,7,6,0.8,15,4,Normal
40,5,60,15,7,7,0.7,16,6,Normal
46,5,217,9,6,6,0.8,7,6,Normal
42,5,79,35,6,6,0.7,8,3,Normal
77,7,118,22,6,6,1.4,8,14,Normal
14,5,26,15,5,5,0.3,8,2,Normal
24,3,57,8,5,5,0.4,7,1,Normal
38,4,69,20,5,5,0.7,7,1,Normal
62,4,144,9,5,6,1.1,7,9,Normal
53,4,131,12,5,5,0.9,8,11,Normal
78,3,218,7,5,5,1.3,14,17,Normal
61,3,206,16,5,5,1,8,7,Normal
60,4,205,28,6,6,1,15,7,Normal
68,3,208,10,6,6,1.1,10,7,Normal
52,4,63,13,5,6,0.9,8,11,Normal
55,4,74,16,6,6,0.9,11,9,Normal
65,3,188,8,6,6,1.1,11,11,Normal
52,4,136,7,6,6,0.9,11,6,Normal
54,6,62,8,6,6,100,15,9,Normal
44,2,93,7,7,7,0.7,14,7,Normal
39,5,74,11,6,6,0.7,14,6,Normal
36,4,62,11,7,6,0.6,14,7,Normal
32,4,80,19,6,6,0.6,10,5,Normal
31,3,81,13,5,6,0.5,9,4,Normal
44,5,88,33,6,6,0.8,10,9,Normal
28,6,66,26,6,6,0.5,11,3,Normal
31,5,53,9,6,6,0.6,11,2,Normal
39,3,60,7,5,5,0.7,9,12,Normal
17,6,26,16,7,7,0.3,11,0,Normal
42,3,98,6,6,5,0.7,10,9,Normal
39,4,55,15,6,6,0.7,10,10,Normal
41,6,68,25,5,5,0.7,7,3,Normal
23,2,32,5,7,7,0.4,15,1,Normal
34,6,45,14,7,7,0.6,11,1,Normal
33,3,65,3,6,6,0.6,11,0,Normal
49,4,64,9,6,6,0.8,13,7,Normal
33,6,60,11,6,6,0.6,12,5,Normal
39,4,62,17,6,6,0.7,12,3,Normal
61,5,91,11,5,5,1.1,8,7,Normal
